finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/security/findings/96dabb8e2fb88191bf89ec994e9fe232,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Dev/benchmark migrations miss delivered_at column,"The patch deletes the v1 Flyway migration (db/migration/V158__password_reset_token_delivery_tracking.sql) while leaving dev/benchmark profiles configured to use the v1 migration path (classpath:db/migration). The code and repository queries still expect the delivered_at column (used for delivered-token restore and delivery marker updates). In any environment still using the v1 migration set (dev/benchmark or legacy), the column will be missing, causing DataAccessException failures when issuing or updating reset tokens. Public reset requests may be silently suppressed and admin resets will fail, resulting in a password-reset availability regression.",low,new,2026-03-17T22:52:57.692550Z,2026-03-17 19:48:45 +0530,anas@Anass-MacBook-Air.local,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,628d6f52b859d45f074da34d19d98e5e86260511,erp-domain/src/main/resources/application-dev.yml | erp-domain/src/main/resources/db/migration_v2/V162__password_reset_token_delivery_tracking.sql | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/auth/domain/PasswordResetTokenRepository.java,
https://chatgpt.com/codex/security/findings/815f88373310819196bae94da4d1fb52,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,CI guard scripts now fail open when contract docs missing,"The commit introduces fail-open behavior in CI guardrails. If the module import allowlist or the endpoint inventory document is missing, the checks now emit warnings and exit successfully. This weakens enforcement of dependency boundaries and API inventory drift, meaning a malicious or careless change could remove those files to bypass guard checks and merge unreviewed cross-module dependencies or undocumented endpoints. While it does not directly affect runtime behavior, it reduces security governance and increases the risk that security-sensitive changes bypass review.",low,new,2026-03-13T17:24:09.257683Z,2026-03-05 09:00:12 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,ce8ceb5eb958ba7f6437c0cde2e4a7f01d9cec32,ci/check-architecture.sh | scripts/guard_openapi_contract_drift.sh,
https://chatgpt.com/codex/security/findings/bf7235a0cc588191b45ce0843ae60f9c,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Public changelog leaks admin identifiers via createdBy,"The changelog feature introduces unauthenticated endpoints for /api/v1/changelog and /api/v1/changelog/latest-highlighted. These endpoints return ChangelogEntryResponse objects that include the createdBy field. ChangelogService sets createdBy using the current authenticated principal (typically the admin’s email/username) and returns it verbatim in responses. As a result, any unauthenticated user can enumerate internal admin identifiers, enabling phishing or account discovery. The public feed should either omit createdBy or restrict access to authenticated/admin users.",low,new,2026-03-13T17:29:55.998093Z,2026-03-04 03:03:25 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,1b3fd77188615f7cdd1aef2d8deb801a2886f5c5,erp-domain/src/main/java/com/bigbrightpaints/erp/core/security/SecurityConfig.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/admin/controller/ChangelogController.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/admin/dto/ChangelogEntryResponse.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/admin/service/ChangelogService.java,
https://chatgpt.com/codex/security/findings/b8ef7fe3db6c8191bbb51719d9e688b6,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Export download endpoint lacks per-request ownership checks,"The new export approval flow exposes /api/v1/exports/{requestId}/download to any ROLE_ADMIN/ROLE_ACCOUNTING user. ExportApprovalService.resolveDownload fetches a request only by company and requestId and never verifies that the current user is the request owner (or a privileged approver). Because request IDs are sequential, a tenant user can enumerate IDs to view other users’ export request metadata and, when approvals are enabled, download approvals intended for another requester. This bypasses the per-user approval expectation described in the workflow.",low,new,2026-03-13T17:36:42.532449Z,2026-03-04 02:27:09 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,dbb23fadfd823b3371b05961f7395943b21e94de,erp-domain/src/main/java/com/bigbrightpaints/erp/modules/admin/service/ExportApprovalService.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/reports/controller/ReportController.java,
https://chatgpt.com/codex/security/findings/287c6a1527b08191bcd61fad03732b8b,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Unbounded page size in opening stock history endpoint,"The newly added GET /api/v1/inventory/opening-stock endpoint passes the `size` query parameter directly into PageRequest after only enforcing a minimum of 1. Unlike other paginated services that cap size (often at 200), this allows authenticated users to request very large pages, causing expensive database queries and large in-memory result sets. This can be abused to degrade availability for the tenant or server.",low,new,2026-03-13T17:32:34.320323Z,2026-03-03 12:43:20 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,d8b00278a2971e3beb10c891e66415c14d427ae1,erp-domain/src/main/java/com/bigbrightpaints/erp/modules/inventory/controller/OpeningStockImportController.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/inventory/service/OpeningStockImportService.java,
https://chatgpt.com/codex/security/findings/ad998f092c988191901b15d160507ae5,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Employee bank data encryption accepts attacker-crafted ciphertext,"The redesign adds encryption for employee bank details. However, encryptOrNull skips encryption whenever CryptoService.isEncrypted returns true. That helper only checks that the input is base64 and longer than the salt+IV size. An authenticated HR user can submit a crafted base64 string for bankAccountNumber/bankName/IFSC, which will be stored as “encrypted”. When employees are read, decryptIfPresent will attempt to decrypt this invalid ciphertext and CryptoService.decrypt throws a RuntimeException, causing persistent 500 errors on HR list/detail responses until the record is fixed. This is a low-severity availability issue but is remotely triggerable by any user with HR write permissions.",low,new,2026-03-13T17:50:26.374047Z,2026-03-02 07:13:08 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,7294094a05aca11d3df86ae0fef95d5970d6f4c1,erp-domain/src/main/java/com/bigbrightpaints/erp/modules/hr/service/EmployeeService.java | erp-domain/src/main/java/com/bigbrightpaints/erp/core/security/CryptoService.java,
https://chatgpt.com/codex/security/findings/bccec4319898819192a1bfb438a641f0,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Inventory revaluation flips negative deltas to positive,"InventoryAccountingService.normalizeInventoryRevaluationRequest now forces deltaAmount to abs() and requires it positive. The core revaluation logic in AccountingCoreEngine relies on the sign of deltaAmount to choose debit vs credit. This change strips the sign, so client requests intended to decrease inventory value are recorded as increases, corrupting inventory valuation and journals.",low,new,2026-03-13T17:55:16.500475Z,2026-02-28 19:44:44 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,bc2ce1804c1d6ce5f649826ffc3b98057d93a8af,erp-domain/src/main/java/com/bigbrightpaints/erp/modules/accounting/service/InventoryAccountingService.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/accounting/service/AccountingCoreEngine.java,
https://chatgpt.com/codex/security/findings/9b675595159881919cce3d5d7c933e3a,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Unpaginated journal listing can exhaust resources,"The new /api/v1/accounting/journals endpoint delegates to AccountingCoreService.listJournals, which loads every journal entry for the tenant using findByCompanyOrderByEntryDateDesc and then filters in memory. The repository method eagerly loads lines and accounts via an entity graph. Because there is no pagination or limit, a user with ROLE_ACCOUNTING/ROLE_ADMIN can repeatedly request this endpoint and force large result sets to be loaded and serialized, degrading availability for large tenants.",low,new,2026-03-13T18:00:07.672552Z,2026-02-28 15:51:52 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,de1223090bf9a1b24698c84ca945669d40eb5556,erp-domain/src/main/java/com/bigbrightpaints/erp/modules/accounting/controller/AccountingController.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/accounting/service/AccountingCoreService.java | erp-domain/src/main/java/com/bigbrightpaints/erp/modules/accounting/domain/JournalEntryRepository.java,
https://chatgpt.com/codex/security/findings/4006503c43fc8191bffcc3ce5178eb56,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Tenant onboarding persists auto-approval defaults overriding config,"The new onboarding flow persists default system settings every time a tenant is created. It writes `auto-approval.enabled=true` and `cors.allowed-origins=http://localhost:3002` directly via the repository if those keys are missing. Because SystemSettingsService prefers persisted values over configuration defaults, this means a deployment configured with `erp.auto-approval.enabled=false` will be silently overridden after the first onboarding, re‑enabling auto-approval on next restart. This bypasses an operator’s explicit security configuration and can re‑enable automatic approvals without consent.",low,new,2026-03-13T18:02:50.125699Z,2026-02-28 12:39:38 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,6c068cc2646ef848e6d73e19b50b33dc56bfb8ae,erp-domain/src/main/java/com/bigbrightpaints/erp/modules/company/service/TenantOnboardingService.java | erp-domain/src/main/java/com/bigbrightpaints/erp/core/config/SystemSettingsService.java,
https://chatgpt.com/codex/security/findings/2b3aae30b37c81919a0cb97ecc31c15d,anasibnanwar-XYE/bigbrightpaints-erp,https://github.com/anasibnanwar-XYE/bigbrightpaints-erp,Init script seeds predictable encryption key in .env,"The added init script copies .env.example and appends a hard-coded encryption key value. CryptoService only checks for a non-empty key, so the placeholder passes validation and the service will start with a predictable key. If this script is used for deployment and the placeholder is not replaced, data-at-rest encryption (e.g., MFA secrets) is effectively compromised because anyone who obtains ciphertext can decrypt it with the known key. This is a configuration-driven security weakness introduced by the new init automation.",low,new,2026-03-13T18:03:19.780406Z,2026-02-28 07:25:36 +0530,anas.ibn.anwar@gmail.com,,,false,user-kpOkAbjpbKshqlSiGkDtEGBs:github-1107567061,7648b55417848aec861fe8d294bf6322acedeb1b,factory/init.sh | erp-domain/src/main/java/com/bigbrightpaints/erp/core/security/CryptoService.java,
